n_chapter,chapter,n_section,section,n_subsection,subsection,text
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),,,"We'll call these K functions F k (X,Y ) global features, since each one is a property of the entire input sequence X and output sequence Y . We compute them by decomposing into a sum of local features for each position i in Y :"
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),,,"F k (X,Y ) = n i=1 f k (y i−1 , y i , X, i) (8.26)"
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),,,"Each of these local features f k in a linear-chain CRF is allowed to make use of the current output token y i , the previous output token y i−1 , the entire input string X (or any subpart of it), and the current position i. This constraint to only depend on the current and previous output tokens y i and y i−1 are what characterizes a linear chain CRF. As we will see, this limitation makes it possible to use versions of the linear chain CRF efficient Viterbi and Forward-Backwards algorithms from the HMM. A general CRF, by contrast, allows a feature to make use of any output token, and are thus necessary for tasks in which the decision depend on distant output tokens, like y i−4 . General CRFs require more complex inference, and are less commonly used for language processing."
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.1,Features in a CRF POS Tagger,"Let's look at some of these features in detail, since the reason to use a discriminative sequence model is that it's easier to incorporate a lot of features. 2 Again, in a linear-chain CRF, each local feature f k at position i can depend on any information from: (y i−1 , y i , X, i). So some legal features representing common situations might be the following:"
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.1,Features in a CRF POS Tagger,"1{x i = the, y i = DET} 1{y i = PROPN, x i+1 = Street, y i−1 = NUM} 1{y i = VERB, y i−1 = AUX}"
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.1,Features in a CRF POS Tagger,"For simplicity, we'll assume all CRF features take on the value 1 or 0. Above, we explicitly use the notation 1{x} to mean ""1 if x is true, and 0 otherwise"". From now on, we'll leave off the 1 when we define features, but you can assume each feature has it there implicitly."
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.1,Features in a CRF POS Tagger,"Although the idea of what features to use is done by the system designer by hand, the specific features are automatically populated by using feature templates as we feature templates briefly mentioned in Chapter 5. Here are some templates that only use information from y i−1 , y i , X, i):"
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.1,Features in a CRF POS Tagger,"y i , x i , y i , y i−1 , y i , x i−1 , x i+2"
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.1,Features in a CRF POS Tagger,"These templates automatically populate the set of features from every instance in the training and test set. Thus for our example Janet/NNP will/MD back/VB the/DT bill/NN, when x i is the word back, the following features would be generated and have the value 1 (we've assigned them arbitrary feature numbers):"
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.1,Features in a CRF POS Tagger,"f 3743 : y i = VB and x i = back f 156 : y i = VB and y i−1 = MD f 99732 : y i = VB and x i−1 = will and x i+2 = bill It's also important to have features that help with unknown words. One of the most important is word shape features, which represent the abstract letter pattern word shape of the word by mapping lower-case letters to 'x', upper-case to 'X', numbers to 'd', and retaining punctuation. Thus for example I.M.F would map to X.X.X. and DC10-30 would map to XXdd-dd. A second class of shorter word shape features is also used. In these features consecutive character types are removed, so words in all caps map to X, words with initial-caps map to Xx, DC10-30 would be mapped to Xd-d but I.M.F would still map to X.X.X. Prefix and suffix features are also useful. In summary, here are some sample feature templates that help with unknown words:"
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.1,Features in a CRF POS Tagger,x i contains a particular prefix (perhaps from all prefixes of length ≤ 2) x i contains a particular suffix (perhaps from all suffixes of length ≤ 2) x i 's word shape x i 's short word shape For example the word well-dressed might generate the following non-zero valued feature values:
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.1,Features in a CRF POS Tagger,prefix(x i ) = w prefix(x i ) = we suffix(x i ) = ed suffix(x i ) = d word-shape(x i ) = xxxx-xxxxxxx short-word-shape(x i ) = x-x
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.1,Features in a CRF POS Tagger,"The known-word templates are computed for every word seen in the training set; the unknown word features can also be computed for all words in training, or only on training words whose frequency is below some threshold. The result of the known-word templates and word-signature features is a very large set of features. Generally a feature cutoff is used in which features are thrown out if they have count < 5 in the training set."
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.1,Features in a CRF POS Tagger,"Remember that in a CRF we don't learn weights for each of these local features f k . Instead, we first sum the values of each local feature (for example feature f 3743 ) over the entire sentence, to create each global feature (for example F 3743 ). It is those global features that will then be multiplied by weight w 3743 . Thus for training and inference there is always a fixed set of K features with K weights, even though the length of each sentence is different."
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.2,Features for CRF Named Entity Recognizers,"A CRF for NER makes use of very similar features to a POS tagger, as shown in Figure 8 .15. identity of w i , identity of neighboring words embeddings for w i , embeddings for neighboring words part of speech of w i , part of speech of neighboring words presence of w i in a gazetteer w i contains a particular prefix (from all prefixes of length ≤ 4) w i contains a particular suffix (from all suffixes of length ≤ 4) word shape of w i , word shape of neighboring words short word shape of w i , short word shape of neighboring words gazetteer features Figure 8 .15 Typical features for a feature-based NER system. One feature that is especially useful for locations is a gazetteer, a list of place gazetteer names, often providing millions of entries for locations with detailed geographical and political information. 3 This can be implemented as a binary feature indicating a phrase appears in the list. Other related resources like name-lists, for example from the United States Census Bureau 4 , can be used, as can other entity dictionaries like lists of corporations or products, although they may not be as helpful as a gazetteer (Mikheev et al., 1999) ."
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.2,Features for CRF Named Entity Recognizers,The sample named entity token L'Occitane would generate the following nonzero valued feature values (assuming that L'Occitane is neither in the gazetteer nor the census).
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.2,Features for CRF Named Entity Recognizers,prefix(x i ) = L suffix(x i ) = tane prefix(x i ) = L' suffix(x i ) = ane prefix(x i ) = L'O suffix(x i ) = ne prefix(x i ) = L'Oc
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.2,Features for CRF Named Entity Recognizers,suffix(x i ) = e word-shape(x i ) = X'Xxxxxxxx short-word-shape(x i ) = X'Xx Figure 8 .16 illustrates the result of adding part-of-speech tags and some shape information to our earlier example.
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.3,Inference and Training for CRFs,How do we find the best tag sequenceŶ for a given input X? We start with Eq. 8.22:
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.3,Inference and Training for CRFs,"Y = argmax Y ∈Y P(Y |X) = argmax Y ∈Y 1 Z(X) exp K k=1 w k F k (X,Y ) (8.27) = argmax Y ∈Y exp K k=1 w k n i=1 f k (y i−1 , y i , X, i) (8.28) = argmax Y ∈Y K k=1 w k n i=1 f k (y i−1 , y i , X, i) (8.29) = argmax Y ∈Y n i=1 K k=1 w k f k (y i−1 , y i , X, i) (8.30)"
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.3,Inference and Training for CRFs,"We can ignore the exp function and the denominator Z(X), as we do above, because exp doesn't change the argmax, and the denominator Z(X) is constant for a given observation sequence X. How should we decode to find this optimal tag sequenceŷ? Just as with HMMs, we'll turn to the Viterbi algorithm, which works because, like the HMM, the linearchain CRF depends at each timestep on only one previous output token y i−1 ."
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.3,Inference and Training for CRFs,"Concretely, this involves filling an N ×T array with the appropriate values, maintaining backpointers as we proceed. As with HMM Viterbi, when the table is filled, we simply follow pointers back from the maximum value in the final column to retrieve the desired set of labels."
8,Sequence Labeling for Parts of Speech and Named Entities,8.5,Conditional Random Fields (CRFs),8.5.3,Inference and Training for CRFs,The requisite changes from HMM Viterbi have to do only with how we fill each cell. Recall from Eq. 8.19 that the recursive step of the Viterbi equation computes the Viterbi value of time t for state j as
